"","symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj","ensgene"
"1","SMAD6",79.0516110575487,-2.73013777569118,0.216370735150951,2.25835309879115e-38,1.22645339627391e-35,"ENSG00000137834"
"2","HIC1",120.828692866815,-2.30085406471215,0.313920172509163,6.77225190916997e-15,2.41500615741909e-13,"ENSG00000177374"
"3","CD180",383.117281216708,-1.83781408275552,0.155561244496406,1.85539366979814e-33,6.05977462694705e-31,"ENSG00000134061"
"4","SERTAD3",429.42496499432,-1.79553934378968,0.102547673536399,7.24385383513616e-70,7.45247682558808e-66,"ENSG00000167565"
"5","PHF23",257.664470885356,-1.74463129432054,0.131220155558614,1.45421334573699e-41,1.42485208580402e-38,"ENSG00000040633"
"6","THBD",2210.10115072949,-1.73750328369267,0.218052158728965,8.75058974495663e-17,3.95718977125775e-15,"ENSG00000178726"
"7","OLIG1",286.058144355726,-1.66227813421363,0.229124782501115,2.24525309433356e-14,7.4586202895317e-13,"ENSG00000184221"
"8","CCL2",1277.79535720588,-1.57751948655444,0.275957276382069,5.64754734310534e-10,9.93196018219962e-09,"ENSG00000108691"
"9","ID1",73.2292477611097,-1.57627505678181,0.155186597650742,1.97823444059445e-25,2.67790472695206e-23,"ENSG00000125968"
"10","EEPD1",1495.26372415236,-1.5682712311995,0.13546072125834,3.51811967194161e-32,1.03412614814101e-29,"ENSG00000122547"
"11","BMF",1340.63029905147,-1.54890061489899,0.139587138971792,8.70159235447185e-30,1.98937738095125e-27,"ENSG00000104081"
"12","TMEM51",344.937553051455,-1.53726761883287,0.191928090724671,7.39397262804988e-17,3.39594599988291e-15,"ENSG00000171729"
"13","S1PR3",1654.4370162143,-1.517756465516,0.125731631814045,1.03412132521885e-34,3.86874188867329e-32,"ENSG00000213694"
"14","DUSP7",269.844452765733,-1.42872466691516,0.164203001050995,2.42278321483453e-19,1.54110200149552e-17,"ENSG00000164086"
"15","EGR2",5403.53486128413,-1.40037888198562,0.182226032972934,1.11412563741538e-15,4.3417138476248e-14,"ENSG00000122877"
"16","LRRC25",2337.35202424296,-1.38477378425015,0.106829205717107,1.64808568269121e-39,1.13883462514947e-36,"ENSG00000175489"
"17","ANKH",416.459975194162,-1.3516662431017,0.136743199237369,4.02940579895102e-24,4.48157047130898e-22,"ENSG00000154122"
"18","SH2D3C",930.878673192132,-1.33756064310768,0.129591854141888,4.8142577706e-26,7.07558342056183e-24,"ENSG00000095370"
"19","VWF",136.262254200752,-1.33680166450692,0.154001277922612,3.20269552086972e-19,1.99692918295198e-17,"ENSG00000110799"
"20","RUNX3",1462.96051859689,-1.32799612297755,0.182993930270803,2.95831171748497e-14,9.67730077885068e-13,"ENSG00000020633"
"21","SLC25A19",135.623475240019,-1.25366832207114,0.12550626695168,1.56411073965954e-24,1.90432796326833e-22,"ENSG00000125454"
"22","HMOX1",3754.90128829202,-1.25234130846341,0.145479359301019,6.37949781366446e-19,3.76116180555759e-17,"ENSG00000100292"
"23","SDS",133.819986316044,-1.23838870508514,0.269215974991772,1.88608107741246e-07,2.12297616240912e-06,"ENSG00000135094"
"24","IL21R",73.7689472822873,-1.21784226648571,0.213152532930454,6.64469314743944e-10,1.14988398823981e-08,"ENSG00000103522"
"25","ARL4C",384.684099408004,-1.18938601333201,0.24742333518244,7.20944566551546e-08,8.8193551732251e-07,"ENSG00000188042"
"26","GZF1",578.62045326498,-1.16715947606308,0.0899302974274166,1.6604315102296e-39,1.13883462514947e-36,"ENSG00000125812"
"27","ARRDC2",590.67548887238,-1.13607032513568,0.11920763700181,1.39661448032165e-22,1.29444772734677e-20,"ENSG00000105643"
"28","INAFM2",425.953041072915,-1.12737841905954,0.132529146856547,1.46793299771248e-18,8.0976378983732e-17,"ENSG00000259330"
"29","ID3",59.2866907150768,-1.12480450499373,0.208752621496765,3.71834426111073e-09,5.60913867423859e-08,"ENSG00000117318"
"30","CD9",544.175951235134,-1.11966976220516,0.242302354750139,1.64440491461912e-07,1.86625899190308e-06,"ENSG00000010278"
"31","UBL4A",216.888857214123,-1.11650133776192,0.104960486497713,1.83901479327411e-27,3.05157809567807e-25,"ENSG00000102178"
"32","C5orf24",120.752611275823,-1.11024496096976,0.111421438574325,1.92815407553226e-24,2.28009760104321e-22,"ENSG00000181904"
"33","FHL3",471.067271286891,-1.10082335212231,0.10725026457104,9.04997567708802e-26,1.27542670912166e-23,"ENSG00000183386"
"34","GPR157",89.6445340924801,-1.09819565312946,0.145062691008461,2.66489153768955e-15,1.00426388790293e-13,"ENSG00000180758"
"35","PHF13",168.157150782088,-1.09312294871568,0.134903834125754,4.02507463707655e-17,1.9082934500573e-15,"ENSG00000116273"
"36","GPR35",1418.3852088056,-1.07325674409004,0.138234835599734,5.7414874767797e-16,2.33472028304781e-14,"ENSG00000178623"
"37","SMAD7",1170.37738329549,-1.0675127363334,0.124035152745741,5.60641444728e-19,3.34369807731111e-17,"ENSG00000101665"
"38","P2RY2",149.198589396063,-1.06026838047493,0.167102653233889,1.26173458659243e-11,2.84977506627068e-10,"ENSG00000175591"
"39","ZNF331",596.441221185441,-1.05366152705686,0.187522119940484,9.56869770757013e-10,1.6138157707456e-08,"ENSG00000130844"
"40","HHEX",164.323518343957,-1.05139468995763,0.135191016378614,4.93236299706195e-16,2.0257145913682e-14,"ENSG00000152804"
"41","ICOSLG",51.1176679168244,-1.05050797711267,0.222010277055773,9.30184767468388e-08,1.11082308621181e-06,"ENSG00000160223"
"42","B3GNT8",55.60345776405,-1.04183176152223,0.199931640600009,8.53602565862994e-09,1.21380279165148e-07,"ENSG00000177191"
"43","TXNIP",7369.6221158494,-1.03940419240079,0.116727889037821,3.80388863313095e-20,2.59168253361928e-18,"ENSG00000265972"
"44","CXXC5",397.942716534794,-1.03838211866581,0.144928453503752,4.69365847846445e-14,1.48697935607799e-12,"ENSG00000171604"
"45","BCOR",961.456979123674,-1.02453781009296,0.158307955350462,5.17961906856455e-12,1.25827440324421e-10,"ENSG00000183337"
"46","KCTD6",56.553863255321,-1.02407748839805,0.113513589156753,1.26708615780635e-20,9.34464687563562e-19,"ENSG00000168301"
"47","LSR",89.7090897429962,-1.01947315969182,0.119435679001782,9.06300257881501e-19,5.22353896531366e-17,"ENSG00000105699"
"48","CHIT1",63.3873016043579,-1.01352528558836,0.202970429383462,2.49325398255402e-08,3.28222610012998e-07,"ENSG00000133063"
"49","TNFRSF12A",271.30344893774,-1.01139038032947,0.162970788233026,2.72360623189734e-11,5.85589569775545e-10,"ENSG00000006327"
"50","VASH1",307.739184298924,-1.01114473202369,0.173104240342965,2.46901503946802e-10,4.61002299928258e-09,"ENSG00000071246"
"51","RARG",501.066017068359,-1.01110473432807,0.138177175359397,1.4397760878632e-14,4.92925670280753e-13,"ENSG00000172819"
"52","CEBPA",81.2959478650031,-1.00744765617333,0.156145955955798,5.65333318332639e-12,1.35732769638418e-10,"ENSG00000245848"
"53","SLC25A25",492.175937236652,-1.00232522562101,0.112312421034473,2.83570939325205e-20,1.97120123228224e-18,"ENSG00000148339"
"54","COL23A1",150.715357966035,-0.996900553040425,0.216060726615184,1.5297457750812e-07,1.74382543313411e-06,"ENSG00000050767"
"55","MRFAP1L1",121.678298516449,-0.996732212854677,0.1012505534638,4.75583066090758e-24,5.20510487653375e-22,"ENSG00000178988"
"56","TLR1",1038.11986267691,-0.993420329336753,0.110880088087994,2.00792359431062e-20,1.41976068304245e-18,"ENSG00000174125"
"57","FAM114A1",124.043326409422,-0.992102955809219,0.111429923402229,3.30494176802675e-20,2.28360641628386e-18,"ENSG00000197712"
"58","ZNF34",56.7791143094415,-0.990462647890361,0.126760684024348,3.11188927226228e-16,1.30941173141245e-14,"ENSG00000196378"
"59","ZKSCAN8",298.321907061756,-0.989917877318953,0.100026485407942,2.75907547719025e-24,3.1192712647619e-22,"ENSG00000198315"
"60","PRR5L",216.275593998925,-0.987431013986525,0.191508374043585,1.04604786827624e-08,1.46318701139714e-07,"ENSG00000135362"
"61","TMEM52B",200.35619983891,-0.980016483600526,0.147786812670117,1.61846001295057e-12,4.2207139704019e-11,"ENSG00000165685"
"62","CLP1",126.360406553203,-0.976437837765938,0.0973428351693284,6.81862257424613e-25,8.60736061887659e-23,"ENSG00000172409"
"63","CNEP1R1",275.46437585375,-0.974880531835459,0.116626339647514,3.49989651236273e-18,1.86564431705636e-16,"ENSG00000205423"
"64","STX1A",185.930642422042,-0.968928801530311,0.162726025266024,1.15046592632892e-10,2.26309626196404e-09,"ENSG00000106089"
"65","CRTAM",288.786105916372,-0.96729829236873,0.227979818394484,7.87243544103355e-07,7.91320135001008e-06,"ENSG00000109943"
"66","ZBTB3",62.3497987148938,-0.966661137994923,0.114486012998164,1.66345836395764e-18,9.12728514581131e-17,"ENSG00000185670"
"67","IRF2BP1",65.7187047459143,-0.96202071944734,0.129875722241761,6.36802110391595e-15,2.28272477759886e-13,"ENSG00000170604"
"68","LINC00324",166.791816868342,-0.959915269041616,0.116132986395503,7.23653745767982e-18,3.7506044012398e-16,"ENSG00000178977"
"69","HPS6",270.445372918849,-0.957879932447193,0.104487696655259,2.63764043211265e-21,2.07939040349233e-19,"ENSG00000166189"
"70","CTTNBP2NL",358.592156588519,-0.954019293363187,0.140391458450328,4.95222823001837e-13,1.37698713595754e-11,"ENSG00000143079"
"71","ZBTB45",131.716139561754,-0.953870208272159,0.0928413431187302,5.18280903097788e-26,7.5632254341419e-24,"ENSG00000119574"
"72","LYL1",467.858956977832,-0.953674084492507,0.0890933290912713,5.55631208513523e-28,1.01906847785652e-25,"ENSG00000104903"
"73","CTBP2",2437.6890531295,-0.952633748867028,0.0925183774184467,4.08492321751909e-26,6.09067971910673e-24,"ENSG00000175029"
"74","TOB2",686.841550795374,-0.951114913800442,0.0930413301443583,8.72494251809139e-26,1.23809942932585e-23,"ENSG00000183864"
"75","SERAC1",109.473504404983,-0.950287057813617,0.0952515726710907,1.05647365887204e-24,1.30167676676353e-22,"ENSG00000122335"
"76","CASS4",100.154124835089,-0.949715497613295,0.241339456755341,2.80985031927954e-06,2.54469542999541e-05,"ENSG00000087589"
"77","PCSK6",397.611844635568,-0.939528326713297,0.216069505881821,4.88259418804936e-07,5.09949932669599e-06,"ENSG00000140479"
"78","CYTIP",4111.5167620916,-0.926999857291053,0.0786911050886012,2.57320163651416e-33,8.27284326139303e-31,"ENSG00000115165"
"79","SNX24",186.420414020784,-0.920058266214555,0.106956485610292,3.56210998751219e-19,2.18787985382241e-17,"ENSG00000064652"
"80","SH3BP4",128.986790802747,-0.918019543432272,0.156187362089322,1.62445531287823e-10,3.14438311550164e-09,"ENSG00000130147"
"81","ENC1",431.961206546921,-0.915293418203715,0.168551565567593,2.1251172059972e-09,3.39490773529491e-08,"ENSG00000171617"
"82","ZNF211",105.446737971226,-0.912529793377585,0.0975257934113123,3.7377271892115e-22,3.25879129852609e-20,"ENSG00000121417"
"83","TGFBR1",2009.44995821674,-0.911479323652924,0.0912216311842484,7.64130977776253e-25,9.58704816995377e-23,"ENSG00000106799"
"84","BTG2",22742.7065538488,-0.90580184303589,0.112916502871383,4.38522675789777e-17,2.06005538288823e-15,"ENSG00000159388"
"85","ST6GALNAC4",222.702634479237,-0.90259896749886,0.111065086890317,1.84296894131844e-17,9.05034103498048e-16,"ENSG00000136840"
"86","ARMC7",89.4168575927768,-0.901983511334287,0.115466734441183,2.32530099204014e-16,9.94706719588729e-15,"ENSG00000125449"
"87","CHAMP1",148.680425855324,-0.901025300726762,0.11038707849141,1.36661828865261e-17,6.84173671710853e-16,"ENSG00000198824"
"88","S1PR1",59.5888007370371,-0.900859627682843,0.197104206001161,1.71995335666833e-07,1.94449232235206e-06,"ENSG00000170989"
"89","MFSD5",329.885950891818,-0.89549038757924,0.0842641431466338,9.74103973225457e-28,1.67026361275725e-25,"ENSG00000182544"
"90","ZNF615",63.9793087687008,-0.891020814995463,0.086751815629175,4.05249423914871e-26,6.08643222370247e-24,"ENSG00000197619"
"91","CSTF1",130.581403796018,-0.888527094437905,0.116765834116906,1.075758433114e-15,4.20813793151209e-14,"ENSG00000101138"
"92","CISH",83.4357478331417,-0.883734850654445,0.146293281013911,5.61590217197599e-11,1.1520718154594e-09,"ENSG00000114737"
"93","RAP2B",4207.22345806535,-0.883384379556155,0.0728425884490675,3.21368182180449e-35,1.247636172933e-32,"ENSG00000181467"
"94","GXYLT1",236.5093411572,-0.882820951296436,0.0827110461485407,5.59655608465136e-28,1.01906847785652e-25,"ENSG00000151233"
"95","MAP1S",1000.8045663023,-0.882554644208253,0.113848219823926,3.48335818664962e-16,1.45382511254569e-14,"ENSG00000130479"
"96","ZNF740",161.358110767633,-0.880483593507054,0.0860017223828893,5.4400843097159e-26,7.88275878568411e-24,"ENSG00000139651"
"97","KLF11",883.214038481087,-0.87806825416991,0.100757136507256,1.13422964244065e-19,7.45620099771848e-18,"ENSG00000172059"
"98","TFEB",834.717336503623,-0.872994609522019,0.0811501917917763,2.16048445236354e-28,4.31593476619729e-26,"ENSG00000112561"
"99","ZNF764",54.1035808931994,-0.863032724029272,0.122661753226352,7.09048983700397e-14,2.18404070188913e-12,"ENSG00000169951"
"100","NUAK2",103.829069632269,-0.862129501556392,0.202046258459971,6.81647076765503e-07,6.94335160966683e-06,"ENSG00000163545"
"101","RNF168",1111.9114701022,-0.858522053319633,0.102338637765822,1.77187237166717e-18,9.6705692093962e-17,"ENSG00000163961"
"102","SETD1B",1025.26706108126,-0.858089113551064,0.0998051771594086,2.94647709446454e-19,1.85402791118356e-17,"ENSG00000139718"
"103","EGR3",2054.60380198665,-0.857461655656611,0.193566228985595,3.25751854574955e-07,3.51936166239661e-06,"ENSG00000179388"
"104","BLOC1S4",70.9937495714991,-0.856488063762921,0.0963805608264992,2.28027847889645e-20,1.6068154103347e-18,"ENSG00000186222"
"105","TMEM86A",50.6263965644476,-0.856020276013685,0.156175872111082,1.46822297972568e-09,2.39573005795682e-08,"ENSG00000151117"
"106","INTS5",161.995702470515,-0.851526020505576,0.0873732269118803,6.90178907706201e-24,7.35809388858176e-22,"ENSG00000185085"
"107","ADO",349.891459178777,-0.845648899509196,0.0948315448709499,1.66739820349293e-20,1.19541412665751e-18,"ENSG00000181915"
"108","CHSY1",3077.87118748927,-0.843609527004859,0.100301607931943,1.40836381946216e-18,7.83202539169012e-17,"ENSG00000131873"
"109","CCDC127",55.3288020607976,-0.835058706272134,0.0843592993921884,1.43137845467367e-24,1.75309780258128e-22,"ENSG00000164366"
"110","ZNF230",60.6600870381963,-0.833265299673335,0.126597131204041,1.56074568465849e-12,4.08054678621766e-11,"ENSG00000159882"
"111","FBXO45",92.0420342431514,-0.830244235720504,0.0999241545155268,3.22500265332621e-18,1.72357544402182e-16,"ENSG00000174013"
"112","TMEM203",107.93092811143,-0.827103396725982,0.0943205927522515,5.96289434382191e-20,4.02270537765507e-18,"ENSG00000187713"
"113","UBASH3B",1359.52441964439,-0.823376858882068,0.189690703377682,4.92990794687809e-07,5.13609042607411e-06,"ENSG00000154127"
"114","MAP3K14",191.265406805777,-0.823259458895399,0.115299726658002,3.07410449733383e-14,1.00401228789113e-12,"ENSG00000006062"
"115","CXCR4",2418.84524228638,-0.822112970735769,0.195485450212954,9.0481281123856e-07,8.9852453687474e-06,"ENSG00000121966"
"116","ZNF324",108.433347670996,-0.820983417175299,0.0929397321356024,3.30732266744066e-20,2.28360641628386e-18,"ENSG00000083812"
"117","ZNF574",99.3949559267086,-0.820379520285378,0.111460956035978,6.01507897311488e-15,2.16374589074846e-13,"ENSG00000105732"
"118","TBC1D2",2580.23700892339,-0.818993652774269,0.148614231277895,1.20514727793507e-09,1.99494049805245e-08,"ENSG00000095383"
"119","GAS2L1",423.871407975005,-0.816708478375676,0.122334523217009,8.06668579298264e-13,2.19550432376205e-11,"ENSG00000185340"
"120","LRRC14",50.1830057959579,-0.809598680342038,0.0971486287891267,2.50231217329609e-18,1.35493619151948e-16,"ENSG00000160959"
"121","TBCC",229.228310280356,-0.806627550770733,0.0836702555348967,1.69610690373071e-23,1.72767800253283e-21,"ENSG00000124659"
"122","PHC2",130.060217152151,-0.805952705969584,0.127965292718086,9.87923635650361e-12,2.27377144598902e-10,"ENSG00000134686"
"123","VDR",1568.21084464482,-0.805113772493611,0.109816488926365,7.30354554719573e-15,2.58653619929603e-13,"ENSG00000111424"
"124","SS18L1",212.630378714455,-0.804384539045048,0.0881772457307302,2.30974150779234e-21,1.82789389478213e-19,"ENSG00000184402"
"125","SLC35E4",533.233750678833,-0.800243742183334,0.149096827767862,2.70512910347371e-09,4.20398311428059e-08,"ENSG00000100036"
"126","MIER2",316.004908996533,-0.783196129944195,0.0736115539635607,5.84690980594948e-28,1.02825654843775e-25,"ENSG00000105556"
"127","STK38L",2012.23258464018,-0.781057328991294,0.12274907320575,6.43989559494552e-12,1.52482499150287e-10,"ENSG00000211455"
"128","NR4A1",4039.1738756555,-0.778365381028229,0.154419731532598,1.61519049776596e-08,2.19471207367467e-07,"ENSG00000123358"
"129","PDRG1",54.5347222531377,-0.777192963336989,0.106632440073203,9.88595629275408e-15,3.46530556524204e-13,"ENSG00000088356"
"130","TNS1",1178.62151892709,-0.773896384190009,0.160376255372728,4.94137411387781e-08,6.16578009503637e-07,"ENSG00000079308"
"131","AVPI1",276.488947066915,-0.773407492773256,0.172403346298005,2.61394311396184e-07,2.87310328594439e-06,"ENSG00000119986"
"132","ZNF888",63.9052633954137,-0.770053972458742,0.106254398787659,1.34401891915134e-14,4.62450389305318e-13,"ENSG00000213793"
"133","LIMD1",576.380497842607,-0.769521198262922,0.0869932997955944,2.76047321310922e-20,1.92540667230289e-18,"ENSG00000144791"
"134","ZNF503-AS2",69.195182197578,-0.768465217297079,0.134258904304641,3.52066913418667e-10,6.39940707641564e-09,"ENSG00000237149"
"135","LINC00607",104.530830970983,-0.767674234686283,0.176141973972328,4.78608086369125e-07,5.01417514517878e-06,"ENSG00000235770"
"136","ZNF490",63.9423107727686,-0.765758183955917,0.122573352558128,1.37619485046747e-11,3.08459534239855e-10,"ENSG00000188033"
"137","ZNF319",186.647120932142,-0.763785020220851,0.115969023172326,1.46755949543208e-12,3.8515949206646e-11,"ENSG00000166188"
"138","PHF12",356.536448040164,-0.763536649573766,0.0903298474971788,8.70793881954256e-19,5.03299295367718e-17,"ENSG00000109118"
"139","JHY",55.8917436518604,-0.759436774536744,0.148094752204765,1.03616629973457e-08,1.45232682447811e-07,"ENSG00000109944"
"140","URB2",89.80648864769,-0.758412639351099,0.129227295857476,1.48655865867354e-10,2.88560669442139e-09,"ENSG00000135763"
"141","SLC17A5",577.211157880543,-0.758040227681627,0.131565736895273,2.83948976362831e-10,5.24935681728806e-09,"ENSG00000119899"
"142","MFAP4",51.5625078308692,-0.75416241382134,0.118718062595036,7.02473946302639e-12,1.6500118629136e-10,"ENSG00000166482"
"143","CGRRF1",110.863884407712,-0.752949829071789,0.111317910317158,4.37382599568218e-13,1.23113329257396e-11,"ENSG00000100532"
"144","TMEM250",272.545034999153,-0.752949526595729,0.0959404168018185,1.32119411452908e-16,5.83366740355156e-15,"ENSG00000238227"
"145","ASB7",170.636504276931,-0.750038762378747,0.104379501007529,2.14700595863986e-14,7.17155756574249e-13,"ENSG00000183475"
"146","SH3TC1",1245.67949290316,-0.748191931027336,0.0740805825807236,1.65155375272689e-25,2.26549133440723e-23,"ENSG00000125089"
"147","ZNF169",75.0886549576814,-0.745053614430332,0.126148879779116,1.20651804269081e-10,2.36656961357542e-09,"ENSG00000175787"
"148","PYGO2",113.262815217754,-0.744098349744528,0.104508278653635,3.50126266913338e-14,1.13451938078879e-12,"ENSG00000163348"
"149","LFNG",1813.72676854588,-0.74338111961004,0.0868534525479695,3.52098901400931e-19,2.17402355597089e-17,"ENSG00000106003"
"150","ARHGAP18",1060.72776375184,-0.742147044697778,0.0902845464123874,6.36079744355736e-18,3.3302739999653e-16,"ENSG00000146376"
"151","NTMT1",131.533728189777,-0.738236874570355,0.108798571629593,3.84922347235372e-13,1.10002253009931e-11,"ENSG00000148335"
"152","CACNA1C",398.718516354656,-0.736982657325155,0.176703990342755,1.18084824311821e-06,1.15152291234125e-05,"ENSG00000151067"
"153","PRMT9",53.1426957129026,-0.735696007986773,0.140646080752972,6.18778664385514e-09,9.04260639090648e-08,"ENSG00000164169"
"154","TBC1D10B",357.29738902048,-0.733959967033656,0.0712934850561458,2.24063380622494e-26,3.4664121200665e-24,"ENSG00000169221"
"155","MIDN",5190.7336659988,-0.731059072427744,0.091704136717669,5.01391756575339e-17,2.3446901780214e-15,"ENSG00000167470"
"156","RIPOR1",1036.86020039111,-0.730873497510729,0.107322874452614,3.28566684855782e-13,9.48189075398678e-12,"ENSG00000039523"
"157","RNF152",345.707951065924,-0.729789346054644,0.223811900330217,4.27254651795684e-05,0.00030472068337428,"ENSG00000176641"
"158","PEX11B",76.8540227443814,-0.729036085804917,0.100634802297099,1.43973402407515e-14,4.92925670280753e-13,"ENSG00000131779"
"159","STARD13",52.5678232077617,-0.728524533590799,0.192938821511392,6.33621132802057e-06,5.37181229029054e-05,"ENSG00000133121"
"160","BRPF1",365.334911358109,-0.728101738754033,0.103328646228834,6.14779856527897e-14,1.91083237581843e-12,"ENSG00000156983"
"161","ZNF778",52.5397298820428,-0.727812494905776,0.136728434804926,3.78535467215467e-09,5.70604085965234e-08,"ENSG00000170100"
"162","P2RY6",59.4249415301078,-0.726382092303365,0.266378875906318,0.000232294981686479,0.00139349899218105,"ENSG00000171631"
"163","RUNDC1",107.621908503656,-0.723209840413518,0.0928073068298359,2.15630782285404e-16,9.30150728785005e-15,"ENSG00000198863"
"164","RSBN1",280.791778389997,-0.721724956267727,0.081043206035272,1.69231969368101e-20,1.20906840337432e-18,"ENSG00000081019"
"165","ZNF627",341.944761363399,-0.717462148302103,0.125286755516078,3.79872667556378e-10,6.87445910962183e-09,"ENSG00000198551"
"166","TAOK2",358.601197899166,-0.717195693578762,0.0743195890154259,1.55085819246023e-23,1.59552290840308e-21,"ENSG00000149930"
"167","EIF1AD",421.815324991364,-0.716275150326239,0.079967880775886,1.07439083938506e-20,8.03878760406796e-19,"ENSG00000175376"
"168","ZNF784",60.8310381228587,-0.708813482925108,0.106669611639267,1.09139347920685e-12,2.92011469036181e-11,"ENSG00000179922"
"169","NCK1",291.669913244457,-0.707629289171839,0.0829436696342668,4.8325878480448e-19,2.91599201059736e-17,"ENSG00000158092"
"170","HYAL2",70.9439774926007,-0.706662684515428,0.141215214197795,2.25756643939127e-08,2.99881775706358e-07,"ENSG00000068001"
"171","RAI1",526.333048093773,-0.705495363885755,0.124792626904426,6.07692038253046e-10,1.06597368960739e-08,"ENSG00000108557"
"172","NAIF1",78.0291785607094,-0.705107557167205,0.0949734374999612,3.97912433468838e-15,1.46991853340302e-13,"ENSG00000171169"
"173","CALHM2",333.189675977249,-0.703870481679518,0.136587799144689,1.02877025348804e-08,1.44294319943899e-07,"ENSG00000138172"
"174","MAPK7",518.081920801477,-0.702212499443475,0.0921076160912049,8.65398793085802e-16,3.42431645510259e-14,"ENSG00000166484"
"175","BUD13",339.630902207616,-0.700761697912674,0.0658087374429601,5.7724422998121e-28,1.02709987887293e-25,"ENSG00000137656"
"176","ZBTB34",806.347708390541,-0.700502454847684,0.0817560240042646,3.59534369423668e-19,2.20067599919375e-17,"ENSG00000177125"
"177","CYB561D1",173.130090614166,-0.695465235659167,0.0873343551576577,5.9578473408182e-17,2.76100601091611e-15,"ENSG00000174151"
"178","ZBTB24",86.0620211629832,-0.694826870353335,0.110642463247051,1.30530925726255e-11,2.93851676995998e-10,"ENSG00000112365"
"179","CCDC12",500.958619163305,-0.694270605324553,0.0628493983820266,7.54718603831309e-30,1.76466931732193e-27,"ENSG00000160799"
"180","GTF3C4",229.640029131512,-0.693762785281322,0.0704295660555109,2.3166187756585e-24,2.66294681161728e-22,"ENSG00000125484"
"181","EPHA1",122.422119663413,-0.689094015566146,0.0842659650911998,1.04802019521873e-17,5.32446013254829e-16,"ENSG00000146904"
"182","KLF13",5029.70806278225,-0.68842886354041,0.0677858578728512,1.07526154293424e-25,1.50507357193298e-23,"ENSG00000169926"
"183","SSH1",2302.8218155722,-0.687694985453865,0.0853096330624557,2.76252495481046e-17,1.34377573215556e-15,"ENSG00000084112"
"184","DUSP11",181.718310906531,-0.687141079120494,0.0871603742488016,1.17249761869347e-16,5.2106503244572e-15,"ENSG00000144048"
"185","C1orf216",189.614404955635,-0.685917310111389,0.126956497956405,2.76599445273912e-09,4.28562514002711e-08,"ENSG00000142686"
"186","RAB11FIP4",561.441709184912,-0.681734175458046,0.139999918710162,4.95806832212691e-08,6.18286144218686e-07,"ENSG00000131242"
"187","PNMA1",209.526777645057,-0.680634037008999,0.120835037136613,7.52707231148172e-10,1.2884945081618e-08,"ENSG00000176903"
"188","PURA",159.678689844097,-0.678977050577341,0.0668912858688529,1.18765264759969e-25,1.65115816736562e-23,"ENSG00000185129"
"189","ZNF623",112.903601727128,-0.677328695435133,0.101726548403955,1.12470604874192e-12,2.99378417321005e-11,"ENSG00000183309"
"190","SEPHS2",503.774414179799,-0.673209493588159,0.105765281729981,8.20127209634642e-12,1.91109144568997e-10,"ENSG00000179918"
"191","ATG16L1",235.03320009364,-0.671654563723381,0.0893875056445971,2.30449943815231e-15,8.76014081259473e-14,"ENSG00000085978"
"192","SKI",1429.92543892623,-0.671545054436896,0.144050479490391,1.46276752869266e-07,1.67582988142429e-06,"ENSG00000157933"
"193","PID1",3694.73017357215,-0.670403931694157,0.177656197190514,7.58343362397168e-06,6.31216546305992e-05,"ENSG00000153823"
"194","SMIM15",278.499926217026,-0.669497623511151,0.0821807968594848,1.48615639803011e-17,7.38626909320471e-16,"ENSG00000188725"
"195","IP6K1",1151.06962628552,-0.667639259248556,0.0713846270561854,3.31643747702351e-22,2.92345288602798e-20,"ENSG00000176095"
"196","LINC00656",88.970885113157,-0.667215291108565,0.147436676723268,2.88015661744303e-07,3.13888255087436e-06,"ENSG00000233746"
"197","ABHD6",225.806811374814,-0.665647373218418,0.0890025129845073,3.10789944737641e-15,1.16481127557772e-13,"ENSG00000163686"
"198","DAGLB",571.002790733364,-0.663984226933287,0.0976637112720243,4.54711207988166e-13,1.27467817650742e-11,"ENSG00000164535"
"199","ZNF180",51.6930787510413,-0.663896709306839,0.11437233885786,2.92449441779273e-10,5.37751538342298e-09,"ENSG00000167384"
"200","SERINC5",697.524664894409,-0.663664418901673,0.101951695463288,3.29555892439739e-12,8.25936911429972e-11,"ENSG00000164300"
"201","KLF16",289.432568275762,-0.66158488794523,0.10088797093111,2.41160104793699e-12,6.1676145610423e-11,"ENSG00000129911"
"202","TMEM121B",172.799364433064,-0.660684015233767,0.122002576843964,2.88175394971111e-09,4.44823475388266e-08,"ENSG00000183307"
"203","SEMA6B",3216.47035677437,-0.660371563582792,0.210528242278618,7.81500262010182e-05,0.000524295708872563,"ENSG00000167680"
"204","ZNF777",71.7783803512823,-0.659649140622159,0.139844685216348,1.17367394248549e-07,1.36979665573349e-06,"ENSG00000196453"
"205","ZNF675",79.0717930831696,-0.658842797888888,0.132419203540197,3.16763112157422e-08,4.0940438415522e-07,"ENSG00000197372"
"206","SNAP47",97.5753573630925,-0.657346092139815,0.094437039142718,1.5007894329056e-13,4.50149320283755e-12,"ENSG00000143740"
"207","NAPB",131.048581854819,-0.656501264166634,0.0973644668579917,6.98756848236044e-13,1.90937860681339e-11,"ENSG00000125814"
"208","HMGXB3",872.844590928524,-0.65603565677734,0.069583437764484,1.73069136873583e-22,1.58976364299591e-20,"ENSG00000113716"
"209","ZNF264",695.027418382753,-0.655758634199004,0.0796865058565201,8.05607906274475e-18,4.16487142701095e-16,"ENSG00000083844"
